Identifier,Date,Crime Type,Address,Narrative
11501990,02/13/2015 12:27,[RMS] Burglary,2187 GARNET CIR  VALLEJO CA 94591,Place: @ATTEMPT ONLY-NO ENTRY
11501959,02/12/2015 14:50,[RMS] Burglary,300 HILARY WY  VALLEJO CA 94591,
11501898,02/11/2015 10:24,[RMS] Burglary,301 LOUISIANA ST  VALLEJO CA 94590,Place: @ATTEMPT 459 J/O 5 AGO
11501949,02/11/2015 04:44,[RMS] Burglary,46 ROTARY WY  VALLEJO CA 94591,
11501882,02/10/2015 18:19,[RMS] Burglary,910 DONNER PASS RD  VALLEJO CA 94589,
11501964,02/10/2015 16:52,[RMS] Burglary,1000 FAIRGROUNDS DR  VALLEJO CA 94589,Place: COURTYARD MARRIOTT
11501925,02/10/2015 14:57,[RMS] Burglary,869 BRENTWOOD AV  VALLEJO CA 94591,
11501867,02/10/2015 13:02,[RMS] Burglary,1130 MONTEREY ST  VALLEJO CA 94590,
11501854,02/10/2015 09:00,[RMS] Burglary,1120 GEORGIA ST  VALLEJO CA 94590,
11501843,02/09/2015 18:30,[RMS] Burglary,627 WARFORD AV  VALLEJO CA 94591,
11501838,02/09/2015 15:57,[RMS] Burglary,198 WELLINGTON PL  VALLEJO CA 94591,Place: @GUN STOLEN
11501945,02/09/2015 13:05,[RMS] Burglary,222 COUCH ST  VALLEJO CA 94590,Place: METRO SELF STORAGE
11501818,02/09/2015 13:03,[RMS] Burglary,265 MINI DR  VALLEJO CA 94589,Place: PUBLIC STORAGE IN A 168
11501938,02/08/2015 21:07,[RMS] Burglary,257 CAMPBELL AV  VALLEJO CA 94590,
11501763,02/08/2015 16:27,[RMS] Burglary,1539 TENNESSEE ST  VALLEJO CA 94590,
11501837,02/08/2015 12:10,[RMS] Burglary,249 13TH ST  VALLEJO CA 94590,
11501752,02/08/2015 11:01,[RMS] Burglary,61 MOSSWOOD AV  VALLEJO CA 94591,
11501730,02/07/2015 20:59,[RMS] Burglary,1375 LOUISIANA ST  VALLEJO CA 94590,Place: @488 OR 459 ATTEMPT
11501822,02/07/2015 13:20,[RMS] Burglary,104 MAHER CT  VALLEJO CA 94591,
11501799,02/07/2015 12:36,[RMS] Burglary,124 FARRAGUT AV  VALLEJO CA 94590,Place: EDGEWATER APARTMENTS
11501708,02/07/2015 09:31,[RMS] Burglary,3300 SONOMA BL  VALLEJO CA 94590,Place: AUTOLINX INC
11501789,02/07/2015 09:26,[RMS] Burglary,925 SACRAMENTO ST  VALLEJO CA 94590,Place: ST VINCENTS CHURCH
11501701,02/07/2015 07:21,[RMS] Attempted Burglary-Felony,1354 DEL MAR AV  VALLEJO CA 94589,Place: JOHNSON RESIDENCE
11501696,02/06/2015 22:15,[RMS] Burglary,1411 MARIPOSA ST  VALLEJO CA 94590,
11501804,02/06/2015 17:30,[RMS] Burglary,93 ROTARY WY  VALLEJO CA 94591,
11501681,02/06/2015 16:33,[RMS] Burglary,116 BAYWOOD DR  VALLEJO CA 94591,
11501677,02/06/2015 14:12,[RMS] Burglary,50 VENTURA ST  VALLEJO CA 94590,Place: @GONZALES RESIDENCE
11501673,02/06/2015 12:34,[RMS] Burglary,20 MONTE VISTA AV  VALLEJO CA 94590,Place: @GUN MISSING
11501621,02/04/2015 18:53,[RMS] Burglary,1113 DELWOOD AV  VALLEJO CA 94591,
11501619,02/04/2015 17:46,[RMS] Burglary,155 HILBORN AV  VALLEJO CA 94590,
11501618,02/04/2015 17:18,[RMS] Burglary,307 DRYDEN DR  VALLEJO CA 94591,
11501624,02/04/2015 17:13,[RMS] Burglary,739 INDIANA ST  VALLEJO CA 94590,
11501617,02/04/2015 14:55,[RMS] Burglary,341 LEXINGTON DR  VALLEJO CA 94591,Place: DEAF RESIDENT
11501590,02/04/2015 12:33,[RMS] Burglary,142 PAJARO WY  VALLEJO CA 94591,Place: @SOWALSKY RESIDENCE
11501581,02/04/2015 12:03,[RMS] Burglary,1030 NEBRASKA ST  VALLEJO CA 94590,
11501534,02/03/2015 18:15,[RMS] Burglary,160 LINCOLN RD E  VALLEJO CA 94591,Place: TRAVEL INN
11501515,02/03/2015 13:44,[RMS] Burglary,957 KEATS DRIVE  VALLEJO CA 94591,
11501476,02/02/2015 18:13,[RMS] Burglary,218 ECHO SUMMIT RD  VALLEJO CA 94589,
11501474,02/02/2015 18:03,[RMS] Burglary,185 HIDDEN TRAIL LN  VALLEJO CA 94591,
11501473,02/02/2015 16:15,[RMS] Burglary,171 HIDDEN TRAIL LN  VALLEJO CA 94591,
11501462,02/02/2015 12:27,[RMS] Burglary,112 ZINNIA CIR  VALLEJO CA 94591,
11501494,02/02/2015 09:22,[RMS] Burglary,1220 MONTEREY ST  VALLEJO CA 94590,Place: TAQUERIA LA OVEJA NEGRA
11501439,02/01/2015 19:43,[RMS] Burglary,803 AMADOR ST  VALLEJO CA 94590,
11501427,02/01/2015 13:05,[RMS] Burglary,1171 PORTER ST  VALLEJO CA 94590,Place: OFFICER SAFETY BIO HAZARD
11501414,02/01/2015 06:24,[RMS] Burglary,167 TAFT WY  VALLEJO CA 94591,
11501413,02/01/2015 06:06,[RMS] Burglary,205 COUCH ST  VALLEJO CA 94590,Place: VALLEJO GLASS COMPANY
11501401,01/31/2015 19:10,[RMS] Burglary,167 TAFT WY  VALLEJO CA 94591,
11501376,01/30/2015 19:00,[RMS] Burglary,1175 PORTER ST  VALLEJO CA 94590,
11501372,01/30/2015 17:21,[RMS] Burglary,4085 PENNY LN  VALLEJO CA 94591,
11501369,01/30/2015 15:55,[RMS] Burglary,2401 BROADWAY ST  VALLEJO CA 94589,
11501489,01/30/2015 14:43,[RMS] Burglary-Locked Vessel <$400,51 MONO ST  VALLEJO CA 94590,Place: BIG BAY RV STORAGE LLC
11501360,01/30/2015 12:35,[RMS] Burglary,104 COMBS LN  VALLEJO CA 94590,Place: @ 1 GUN TAKEN
11501391,01/30/2015 09:09,[RMS] Burglary,118 REDWING ST  VALLEJO CA 94589,
11501631,01/30/2015 08:58,[RMS] Burglary,299 REDWING ST  VALLEJO CA 94589,
11501355,01/30/2015 08:06,[RMS] Attempted Burglary-Felony,241 WILLOW ST  VALLEJO CA 94589,
11501325,01/29/2015 12:15,[RMS] Burglary,9342 BIG BEN CT  VALLEJO CA 94591,Place: @POSS 459J
11501302,01/28/2015 20:22,[RMS] Burglary,1943 OHIO ST  VALLEJO CA 94590,
11501340,01/28/2015 16:47,[RMS] Burglary,145 DENTON CT  VALLEJO CA 94591,Place: @SPANISH SPEAKING
11501582,01/28/2015 14:56,[RMS] Burglary,1838 INDIANA ST  VALLEJO CA 94590,Place: SAROYAN SOLUTION
11501290,01/28/2015 11:33,[RMS] Attempted Burglary-Felony,3436 EDGEWATER PL  VALLEJO CA 94591,Place: @CHUI RESIDENCE
11501282,01/28/2015 09:33,[RMS] Burglary,330 BROADWAY ST  VALLEJO CA 94590,
11501250,01/27/2015 10:45,[RMS] Burglary,145 SCENIC WY  VALLEJO CA 94590,Place: @GUN STOLEN
11501318,01/27/2015 09:20,[RMS] Burglary,215 ARGUELLO AV  VALLEJO CA 94591,Place: @POSS 459P
11501276,01/26/2015 20:47,[RMS] Burglary,9 BUCKLES ST  VALLEJO CA 94590,
11501196,01/26/2015 19:25,[RMS] Burglary,1117 PORTER ST  VALLEJO CA 94590,
11501194,01/26/2015 18:44,[RMS] Burglary,24 PANORAMA DR  VALLEJO CA 94589,
11501193,01/26/2015 17:43,[RMS] Burglary,24 PANORAMA DR  VALLEJO CA 94589,Place: @OPEN DOOR
11501248,01/26/2015 15:46,[RMS] Burglary,579 RUSSELL ST  VALLEJO CA 94591,
11501174,01/26/2015 10:36,[RMS] Burglary,601 CAROLINA ST  VALLEJO CA 94590,Place: THOMAS R HEALY ATTY AT LAW
11501227,01/26/2015 09:01,[RMS] Burglary,1321 ALABAMA ST  VALLEJO CA 94590,
11501147,01/25/2015 23:38,[RMS] Burglary,1040 GEORGIA ST  VALLEJO CA 94590,Place: APARTMENT
11501141,01/25/2015 16:29,[RMS] Burglary,820 FLORIDA ST  VALLEJO CA 94590,Place: POSS 459/RP HOME NOW
11501131,01/25/2015 13:46,[RMS] Burglary,1313 LOUISIANA ST  VALLEJO CA 94590,
11501270,01/24/2015 19:38,[RMS] Burglary,2134 SACRAMENTO ST  VALLEJO CA 94590,
11501299,01/24/2015 11:06,[RMS] Burglary,636 VALLE VISTA AV  VALLEJO CA 94590,
11501094,01/24/2015 04:31,[RMS] Burglary,2143 SPRINGS RD  VALLEJO CA 94591,Place: ISLAND PACIFIC
11501214,01/23/2015 13:09,[RMS] Burglary,1415 NAPA ST  VALLEJO CA 94590,
11501057,01/23/2015 11:03,[RMS] Burglary,134 RAINBOW CT  VALLEJO CA 94591,Place: @INTERRUPT
11501093,01/23/2015 03:35,[RMS] Burglary,700 STEFFAN ST  VALLEJO CA 94591,
11501030,01/22/2015 16:39,[RMS] Burglary,124 GARY CIR  VALLEJO CA 94591,
11501061,01/22/2015 10:47,[RMS] Burglary,1140 CAPITOL ST  VALLEJO CA 94590,Place: NEW FAITH CATHEDRAL
11500954,01/22/2015 09:22,[RMS] Attempted Burglary-Felony,145 PLAZA DR  VALLEJO CA 94591,Place: SURUKIS SUSHI TERIYAKI GRIL
11500948,01/22/2015 00:56,[RMS] Burglary,3420 SONOMA BL  VALLEJO CA 94590,Place: TACOS JALISCO
11501103,01/22/2015 00:40,[RMS] Burglary,1308 GLENN ST  VALLEJO CA 94590,
11500934,01/21/2015 17:51,[RMS] Burglary,473 SPRINGS RD  VALLEJO CA 94590,
11500937,01/21/2015 17:26,[RMS] Burglary,1827 MARIN ST  VALLEJO CA 94590,
11500925,01/21/2015 14:53,[RMS] Burglary,710 INDIANA ST  VALLEJO CA 94590,
11500953,01/21/2015 08:12,[RMS] Burglary,165 PLAZA DR  VALLEJO CA 94591,Place: L AND L HAWAIIAN B B Q
11500952,01/21/2015 07:21,[RMS] Burglary,165 PLAZA DR  VALLEJO CA 94591,Place: JAMBA JUICE
11500896,01/20/2015 15:33,[RMS] Burglary,1333 FARRELL ST  VALLEJO CA 94590,
11500895,01/20/2015 15:31,[RMS] Burglary,1050 CALAVERAS WY  VALLEJO CA 94590,
11501940,01/20/2015 10:26,[RMS] Burglary,920 HUMBOLDT ST  VALLEJO CA 94591,Place: PUBLIC STORAGE
11500851,01/20/2015 01:10,[RMS] Burglary,2050 SOLANO AV  VALLEJO CA 94590,Place: U-HAUL OF VALLEJO
11500849,01/19/2015 23:22,[RMS] Burglary,300 HILARY WY  VALLEJO CA 94591,
11501015,01/19/2015 07:50,[RMS] Burglary,1401 ENTERPRISE ST  VALLEJO CA 94589,Place: MINI U STORAGE
11500868,01/19/2015 06:28,[RMS] Burglary,35 HALLIDAY ST  VALLEJO CA 94590,
11500992,01/19/2015 01:02,[RMS] Burglary,607 DANIELS AVE  VALLEJO CA 94590,
11500843,01/18/2015 16:17,[RMS] Burglary,522 NEBRASKA ST  VALLEJO CA 94590,
11500819,01/18/2015 09:55,[RMS] Attempted Burglary-Felony,1434 SPRINGS RD  VALLEJO CA 94591,Place: BLUE STAR MASSAGE THERAPY
11501170,01/17/2015 19:15,[RMS] Burglary,635 KENTUCKY ST  VALLEJO CA 94590,
11500761,01/17/2015 19:00,[RMS] Burglary,1444 LOUISIANA ST  VALLEJO CA 94590,Place: @HOUSE NOT CHECKED
11500757,01/17/2015 18:07,[RMS] Burglary,211 RICHARDSON DR  VALLEJO CA 94589,
11500758,01/17/2015 16:07,[RMS] Burglary,104 NORTH CAMINO ALTO  VALLEJO CA 94590,
11500753,01/17/2015 15:06,[RMS] Burglary,1433 CORONEL AV  VALLEJO CA 94591,
11500967,01/17/2015 09:14,[RMS] Burglary,1401 ENTERPRISE ST  VALLEJO CA 94589,Place: MINI U STORAGE
11500736,01/17/2015 08:48,[RMS] Burglary,869 OAKWOOD AV  VALLEJO CA 94591,Place: CHARLIE LOCK AND KEY
11500816,01/17/2015 08:37,[RMS] Burglary,1142 OHIO ST  VALLEJO CA 94590,
11500723,01/16/2015 19:14,[RMS] Burglary,847 VALLE VISTA AV  VALLEJO CA 94590,
11500759,01/16/2015 15:19,[RMS] Burglary,2524 TENNESSEE ST  VALLEJO CA 94591,
11500674,01/15/2015 18:37,[RMS] Burglary,915 NAPA ST  VALLEJO CA 94590,
11500664,01/15/2015 17:12,[RMS] Burglary,301 NEVADA ST  VALLEJO CA 94590,
11501457,01/15/2015 11:35,[RMS] Burglary,148 HAWKESBURY CT  VALLEJO CA 94591,
11500875,01/15/2015 10:13,[RMS] Burglary,415 LIGHTHOUSE DR  VALLEJO CA 94590,
11500692,01/15/2015 06:39,[RMS] Burglary,1900 SPRINGS RD  VALLEJO CA 94591,